ATENDIMENTO_ANO,OCORRENCIA_MES,NATUREZA1_DESCRICAO,ATENDIMENTO_BAIRRO_NOME,n
2009,1,Queda de árvore,BAIRRO ALTO,4
2009,1,Queda de árvore,BATEL,1
2009,1,Queda de árvore,BOA VISTA,1
2009,1,Queda de árvore,BOQUEIRÃO,2
2009,1,Queda de árvore,CAJURU,9
2009,1,Queda de árvore,CAMPO DE SANTANA,1
2009,1,Queda de árvore,CIDADE INDUSTRIAL,1
2009,1,Queda de árvore,FAZENDINHA,1
2009,1,Queda de árvore,HAUER,1
2009,1,Queda de árvore,JARDIM DAS AMÉRICAS,4
2009,1,Queda de árvore,JARDIM SOCIAL,1
2009,1,Queda de árvore,REBOUÇAS,1
2009,1,Queda de árvore,SANTA QUITÉRIA,1
2009,1,Queda de árvore,TABOÃO,2
2009,1,Queda de árvore,TARUMÃ,1
2009,1,Queda de árvore,TATUQUARA,1
2009,1,Queda de poste,XAXIM,1
2009,1,Queima a céu aberto,BOQUEIRÃO,1
2009,1,Queima a céu aberto,CENTRO,1
2009,1,Queima a céu aberto,CIDADE INDUSTRIAL,1
2009,1,Queima a céu aberto,HAUER,2
2009,1,Queima a céu aberto,UBERABA,1
2009,1,Queima a céu aberto,XAXIM,1
2009,1,Risco de acidente / à vida,BAIRRO ALTO,1
2009,1,Risco de acidente / à vida,BARREIRINHA,1
2009,1,Risco de acidente / à vida,BOA VISTA,1
2009,1,Risco de acidente / à vida,CAJURU,1
2009,1,Risco de acidente / à vida,CAMPO DE SANTANA,1
2009,1,Risco de acidente / à vida,CAPÃO RASO,1
2009,1,Risco de acidente / à vida,CENTRO,1
2009,1,Risco de acidente / à vida,CIDADE INDUSTRIAL,1
2009,1,Risco de acidente / à vida,NOVO MUNDO,1
2009,1,Risco de acidente / à vida,PILARZINHO,1
2009,1,Risco de acidente / à vida,REBOUÇAS,1
2009,1,Risco de acidente / à vida,SANTA CÂNDIDA,2
2009,1,Risco de acidente / à vida,SANTO INÁCIO,1
2009,1,Risco de acidente / à vida,SÃO BRAZ,2
2009,1,Risco de acidente / à vida,SÍTIO CERCADO,2
2009,1,Risco de acidente / à vida,XAXIM,2
2009,1,Risco de acidente/à vida (Defesa Civil),CIDADE INDUSTRIAL,1
2009,1,Risco de desabamento / desmoronamento,BACACHERI,1
2009,1,Risco de desabamento / desmoronamento,BAIRRO ALTO,1
2009,1,Risco de desabamento / desmoronamento,CIDADE INDUSTRIAL,1
2009,1,Risco de desabamento / desmoronamento,REBOUÇAS,1
2009,1,Risco de queda de fios de energia,XAXIM,1
2009,1,Risco de queda de galho,SANTA QUITÉRIA,1
2009,1,Rixa,CAPÃO DA IMBUIA,1
2009,1,Ronda,CAMPINA DO SIQUEIRA,1
2009,1,Ronda,SÃO BRAZ,1
2009,1,Roubo,ALTO BOQUEIRÃO,1
2009,1,Roubo,BOA VISTA,1
2009,1,Roubo,BOQUEIRÃO,3
2009,1,Roubo,CABRAL,3
2009,1,Roubo,CAJURU,4
2009,1,Roubo,CAMPINA DO SIQUEIRA,2
2009,1,Roubo,CAMPO COMPRIDO,1
2009,1,Roubo,CAPÃO RASO,1
2009,1,Roubo,CENTRO,9
2009,1,Roubo,CIDADE INDUSTRIAL,4
2009,1,Roubo,FAZENDINHA,6
2009,1,Roubo,GUAÍRA,1
2009,1,Roubo,MOSSUNGUÊ,1
2009,1,Roubo,NOVO MUNDO,1
2009,1,Roubo,PILARZINHO,1
2009,1,Roubo,PORTÃO,1
2009,1,Roubo,REBOUÇAS,1
2009,1,Roubo,SÃO FRANCISCO,1
2009,1,Roubo,SEMINÁRIO,1
2009,1,Roubo,SÍTIO CERCADO,6
2009,1,Roubo,TABOÃO,1
2009,1,Situação de risco,CENTRO,1
2009,1,Substância Ilícita,ÁGUA VERDE,1
2009,1,Substância Ilícita,BACACHERI,1
2009,1,Substância Ilícita,BAIRRO ALTO,1
2009,1,Substância Ilícita,BOA VISTA,2
2009,1,Substância Ilícita,CABRAL,2
2009,1,Substância Ilícita,CAMPINA DO SIQUEIRA,1
2009,1,Substância Ilícita,CAPÃO DA IMBUIA,2
2009,1,Substância Ilícita,CAPÃO RASO,2
2009,1,Substância Ilícita,CENTRO,31
2009,1,Substância Ilícita,CENTRO CÍVICO,1
2009,1,Substância Ilícita,CIDADE INDUSTRIAL,1
2009,1,Substância Ilícita,CRISTO REI,1
2009,1,Substância Ilícita,JARDIM BOTÂNICO,3
2009,1,Substância Ilícita,PINHEIRINHO,1
2009,1,Substância Ilícita,PORTÃO,2
2009,1,Substância Ilícita,SANTO INÁCIO,5
2009,1,Substância Ilícita,SÃO FRANCISCO,9
2009,1,Substância Lícita,BOQUEIRÃO,1
2009,1,Substância Lícita,CENTRO,1
2009,1,Substância Lícita,CENTRO CÍVICO,1
2009,1,Substância Lícita,TATUQUARA,1
2009,1,Suicídio,CAPÃO RASO,1
2009,1,Tentativa,ÁGUA VERDE,1
2009,1,Tentativa,ALTO BOQUEIRÃO,1
2009,1,Tentativa,CAJURU,1
2009,1,Tentativa,CAPÃO RASO,1
2009,1,Tentativa,CENTRO,2
2009,1,Trânsito,BATEL,1
2009,1,Trânsito,BOA VISTA,1
2009,1,Trânsito,BOQUEIRÃO,5
2009,1,Trânsito,CAJURU,2
2009,1,Trânsito,CAMPO COMPRIDO,1
2009,1,Trânsito,CAPÃO RASO,1
2009,1,Trânsito,CENTRO,8
2009,1,Trânsito,CENTRO CÍVICO,1
2009,1,Trânsito,CIDADE INDUSTRIAL,4
2009,1,Trânsito,FAZENDINHA,3
2009,1,Trânsito,HAUER,1
2009,1,Trânsito,JARDIM BOTÂNICO,2
2009,1,Trânsito,MOSSUNGUÊ,1
2009,1,Trânsito,PORTÃO,2
2009,1,Trânsito,SANTA CÂNDIDA,3
2009,1,Trânsito,SANTA FELICIDADE,4
2009,1,Trânsito,SANTO INÁCIO,3
2009,1,Trânsito,SÍTIO CERCADO,8
2009,1,Trânsito,TABOÃO,1
2009,1,Trânsito,UBERABA,2
2009,1,Trânsito,XAXIM,1
2009,1,Uso indevido do cartão transporte,BOQUEIRÃO,1
2009,1,Uso indevido do cartão transporte,CIDADE INDUSTRIAL,2
2009,1,Uso indevido do cartão transporte,FAZENDINHA,1
2009,1,Uso indevido do cartão transporte,HAUER,1
2009,1,Uso indevido do cartão transporte,JARDIM BOTÂNICO,1
2009,1,Vadiagem,BAIRRO ALTO,1
2009,1,Vadiagem,BOA VISTA,1
2009,1,Vazamento ou derramamento de Produto Perigoso ou Infectante,REBOUÇAS,1
2009,1,Veículo,ALTO BOQUEIRÃO,1
2009,1,Veículo,BACACHERI,1
2009,1,Veículo,CIDADE INDUSTRIAL,1
2009,1,Veículo,FAZENDINHA,1
2009,1,Vias de fato,ALTO BOQUEIRÃO,1
2009,1,Vias de fato,BACACHERI,1
2009,1,Vias de fato,BIGORRILHO,1
2009,1,Vias de fato,BOQUEIRÃO,2
2009,1,Vias de fato,CABRAL,1
2009,1,Vias de fato,CAJURU,2
2009,1,Vias de fato,CAMPINA DO SIQUEIRA,1
2009,1,Vias de fato,CENTRO,9
2009,1,Vias de fato,CIDADE INDUSTRIAL,1
2009,1,Vias de fato,FAZENDINHA,1
2009,1,Vias de fato,NOVO MUNDO,3
2009,1,Vias de fato,SANTO INÁCIO,1
2009,1,Vias de fato,SÃO FRANCISCO,2
2009,1,Vias de fato,XAXIM,1
2009,1,Vistoria,SANTA CÂNDIDA,1
2009,10,Abandono de incapaz,CIDADE INDUSTRIAL,1
2009,10,Abordagem,AUGUSTA,2
2009,10,Abordagem,BOQUEIRÃO,3
2009,10,Abordagem,CAMPINA DO SIQUEIRA,1
2009,10,Abordagem,CAPÃO RASO,1
2009,10,Abordagem,CENTRO,1
2009,10,Abordagem,CIDADE INDUSTRIAL,2
2009,10,Abordagem,PINHEIRINHO,1
2009,10,Abordagem,REBOUÇAS,1
2009,10,Abordagem,SÃO FRANCISCO,2
2009,10,Abordagem,SÍTIO CERCADO,1
2009,10,Abordagem,VILA IZABEL,1
2009,10,Abordagem,VISTA ALEGRE,1
2009,10,Achado,BOQUEIRÃO,1
2009,10,Achado,CAJURU,1
2009,10,Achado,CENTRO,1
2009,10,Agressão física/verbal,ÁGUA VERDE,1
2009,10,Agressão física/verbal,ATUBA,1
2009,10,Agressão física/verbal,BACACHERI,1
2009,10,Agressão física/verbal,CENTRO,11
2009,10,Agressão física/verbal,JARDIM BOTÂNICO,1
2009,10,Agressão física/verbal,NOVO MUNDO,1
2009,10,Agressão física/verbal,PAROLIN,1
2009,10,Agressão física/verbal,REBOUÇAS,1
2009,10,Agressão física/verbal,SANTA FELICIDADE,1
2009,10,Agressão física/verbal,SANTO INÁCIO,1
2009,10,Agressão física/verbal,SÃO FRANCISCO,1
2009,10,Agressão física/verbal,SÃO JOÃO,1
2009,10,AIFU,ÁGUA VERDE,1
2009,10,AIFU,ALTO BOQUEIRÃO,3
2009,10,AIFU,BACACHERI,2
2009,10,AIFU,BAIRRO ALTO,3
2009,10,AIFU,BATEL,3
2009,10,AIFU,BIGORRILHO,1
2009,10,AIFU,BOQUEIRÃO,5
2009,10,AIFU,CAJURU,7
2009,10,AIFU,CAPÃO RASO,5
2009,10,AIFU,CENTRO,13
2009,10,AIFU,CIDADE INDUSTRIAL,1
2009,10,AIFU,CRISTO REI,1
2009,10,AIFU,FANNY,3
2009,10,AIFU,GANCHINHO,1
2009,10,AIFU,GUAÍRA,1
2009,10,AIFU,JARDIM DAS AMÉRICAS,3
2009,10,AIFU,NOVO MUNDO,2
2009,10,AIFU,PILARZINHO,2
2009,10,AIFU,PORTÃO,1
2009,10,AIFU,REBOUÇAS,2
2009,10,AIFU,SÃO LOURENÇO,1
2009,10,AIFU,SÍTIO CERCADO,5
2009,10,AIFU,TATUQUARA,1
2009,10,AIFU,UMBARÁ,2
2009,10,AIFU,XAXIM,1
2009,10,Alagamento,CAPÃO RASO,1
2009,10,Alagamento,CIDADE INDUSTRIAL,2
2009,10,Alagamento,JARDIM DAS AMÉRICAS,1
2009,10,Alagamento,SANTA QUITÉRIA,1
2009,10,Alagamento,TINGUI,1
2009,10,Alagamento,UBERABA,1
2009,10,Alarmes,ÁGUA VERDE,3
2009,10,Alarmes,ALTO BOQUEIRÃO,11
2009,10,Alarmes,ATUBA,3
2009,10,Alarmes,BOA VISTA,3
2009,10,Alarmes,BOQUEIRÃO,14
2009,10,Alarmes,BUTIATUVINHA,1
2009,10,Alarmes,CACHOEIRA,1
2009,10,Alarmes,CAJURU,28
2009,10,Alarmes,CAMPO COMPRIDO,1
2009,10,Alarmes,CAMPO DE SANTANA,3
2009,10,Alarmes,CAPÃO DA IMBUIA,1
2009,10,Alarmes,CAXIMBA,13
2009,10,Alarmes,CIDADE INDUSTRIAL,41
2009,10,Alarmes,FANNY,1
2009,10,Alarmes,GANCHINHO,3
2009,10,Alarmes,JARDIM BOTÂNICO,3
2009,10,Alarmes,MERCÊS,1
2009,10,Alarmes,NOVO MUNDO,14
2009,10,Alarmes,ORLEANS,32
2009,10,Alarmes,PAROLIN,7
2009,10,Alarmes,PILARZINHO,12
2009,10,Alarmes,PRADO VELHO,1
2009,10,Alarmes,REBOUÇAS,4
2009,10,Alarmes,SANTA CÂNDIDA,4
2009,10,Alarmes,SANTA FELICIDADE,1
2009,10,Alarmes,SÃO BRAZ,2
2009,10,Alarmes,SÃO FRANCISCO,6
2009,10,Alarmes,SÍTIO CERCADO,34
2009,10,Alarmes,TATUQUARA,35
2009,10,Alarmes,TINGUI,2
2009,10,Alarmes,UBERABA,28
2009,10,Alarmes,UMBARÁ,1
2009,10,Alarmes,XAXIM,4
2009,10,Ameaça,ÁGUA VERDE,1
2009,10,Ameaça,BARREIRINHA,1
2009,10,Ameaça,BOQUEIRÃO,1
2009,10,Ameaça,CACHOEIRA,1
2009,10,Ameaça,CAMPO COMPRIDO,1
2009,10,Ameaça,CENTRO,2
2009,10,Ameaça,CIDADE INDUSTRIAL,1
2009,10,Ameaça,GUAÍRA,1
2009,10,Ameaça,NOVO MUNDO,1
2009,10,Ameaça,PAROLIN,1
2009,10,Ameaça,PINHEIRINHO,2
2009,10,Ameaça,PORTÃO,1
2009,10,Ameaça,SANTA CÂNDIDA,1
2009,10,Ameaça,SANTA FELICIDADE,1
2009,10,Ameaça,SÃO JOÃO,1
2009,10,Ameaça,SÍTIO CERCADO,1
2009,10,Ameaça,VILA IZABEL,1
2009,10,Ameaça,VISTA ALEGRE,1
2009,10,Animais,ABRANCHES,2
2009,10,Animais,ÁGUA VERDE,3
2009,10,Animais,ALTO BOQUEIRÃO,7
2009,10,Animais,ALTO DA GLÓRIA,1
2009,10,Animais,ATUBA,2
2009,10,Animais,AUGUSTA,1
2009,10,Animais,BACACHERI,1
2009,10,Animais,BAIRRO ALTO,1
2009,10,Animais,BARREIRINHA,1
2009,10,Animais,BATEL,2
2009,10,Animais,BIGORRILHO,1
2009,10,Animais,BOA VISTA,2
2009,10,Animais,BOQUEIRÃO,14
2009,10,Animais,BUTIATUVINHA,1
2009,10,Animais,CABRAL,1
2009,10,Animais,CAJURU,8
2009,10,Animais,CAMPINA DO SIQUEIRA,1
2009,10,Animais,CAMPO DE SANTANA,2
2009,10,Animais,CAPÃO RASO,2
2009,10,Animais,CENTRO,2
2009,10,Animais,CIDADE INDUSTRIAL,7
2009,10,Animais,FANNY,1
2009,10,Animais,FAZENDINHA,7
2009,10,Animais,GANCHINHO,1
2009,10,Animais,HAUER,4
2009,10,Animais,HUGO LANGE,1
2009,10,Animais,JARDIM BOTÂNICO,2
2009,10,Animais,NOVO MUNDO,9
2009,10,Animais,ORLEANS,1
2009,10,Animais,PILARZINHO,8
2009,10,Animais,PINHEIRINHO,12
2009,10,Animais,PORTÃO,1
2009,10,Animais,PRADO VELHO,2
2009,10,Animais,REBOUÇAS,1
2009,10,Animais,SANTA CÂNDIDA,2
2009,10,Animais,SANTA FELICIDADE,4
2009,10,Animais,SANTO INÁCIO,5
2009,10,Animais,SÃO LOURENÇO,1
2009,10,Animais,SÍTIO CERCADO,6
2009,10,Animais,TARUMÃ,1
2009,10,Animais,TATUQUARA,5
2009,10,Animais,UBERABA,6
2009,10,Animais,UMBARÁ,3
2009,10,Animais,VILA IZABEL,1
2009,10,Animais,XAXIM,2
2009,10,Apoio,ABRANCHES,2
2009,10,Apoio,ÁGUA VERDE,3
2009,10,Apoio,ALTO BOQUEIRÃO,5
2009,10,Apoio,ALTO DA GLÓRIA,1
2009,10,Apoio,BACACHERI,7
2009,10,Apoio,BAIRRO ALTO,3
2009,10,Apoio,BARREIRINHA,3
2009,10,Apoio,BATEL,1
2009,10,Apoio,BIGORRILHO,3
2009,10,Apoio,BOA VISTA,1
2009,10,Apoio,BOM RETIRO,1
2009,10,Apoio,BOQUEIRÃO,14
2009,10,Apoio,CABRAL,6
2009,10,Apoio,CAJURU,5
2009,10,Apoio,CAMPINA DO SIQUEIRA,2
2009,10,Apoio,CAMPO COMPRIDO,2
2009,10,Apoio,CAMPO DE SANTANA,1
2009,10,Apoio,CAPÃO DA IMBUIA,1
2009,10,Apoio,CAPÃO RASO,2
2009,10,Apoio,CASCATINHA,1
2009,10,Apoio,CENTRO,53
2009,10,Apoio,CIDADE INDUSTRIAL,11
2009,10,Apoio,FAZENDINHA,4
2009,10,Apoio,GANCHINHO,1
2009,10,Apoio,GUAÍRA,4
2009,10,Apoio,HAUER,1
2009,10,Apoio,JARDIM BOTÂNICO,5
2009,10,Apoio,JUVEVÊ,1
2009,10,Apoio,LINDÓIA,1
2009,10,Apoio,NOVO MUNDO,4
2009,10,Apoio,ORLEANS,2
2009,10,Apoio,PAROLIN,1
2009,10,Apoio,PINHEIRINHO,3
2009,10,Apoio,PORTÃO,8
2009,10,Apoio,REBOUÇAS,2
2009,10,Apoio,SANTA FELICIDADE,7
2009,10,Apoio,SANTA QUITÉRIA,2
2009,10,Apoio,SANTO INÁCIO,10
2009,10,Apoio,SÃO BRAZ,2
2009,10,Apoio,SÃO FRANCISCO,2
2009,10,Apoio,SÃO LOURENÇO,1
2009,10,Apoio,SÍTIO CERCADO,7
2009,10,Apoio,TARUMÃ,1
2009,10,Apoio,TATUQUARA,6
2009,10,Apoio,TINGUI,1
2009,10,Apoio,UBERABA,4
2009,10,Apoio,VILA IZABEL,1
2009,10,Apoio,VISTA ALEGRE,2
2009,10,Apoio,XAXIM,9
2009,10,Ataque de insetos,CIDADE INDUSTRIAL,1
2009,10,Ataque de insetos,JARDIM SOCIAL,1
2009,10,Ataque de insetos,SÍTIO CERCADO,1
2009,10,Atitude suspeita,ÁGUA VERDE,1
2009,10,Atitude suspeita,BARREIRINHA,1
2009,10,Atitude suspeita,BOM RETIRO,1
2009,10,Atitude suspeita,BOQUEIRÃO,1
2009,10,Atitude suspeita,CAJURU,1
2009,10,Atitude suspeita,CAMPO COMPRIDO,1
2009,10,Atitude suspeita,CAPÃO RASO,2
2009,10,Atitude suspeita,CENTRO,3
2009,10,Atitude suspeita,CIDADE INDUSTRIAL,2
2009,10,Atitude suspeita,FAZENDINHA,1
2009,10,Atitude suspeita,PINHEIRINHO,2
2009,10,Atitude suspeita,PORTÃO,1
2009,10,Atitude suspeita,SANTO INÁCIO,2
2009,10,Atitude suspeita,SÃO FRANCISCO,1
2009,10,Atos obscenos/libidinosos,CAJURU,1
2009,10,Atos obscenos/libidinosos,CENTRO,5
2009,10,Atos obscenos/libidinosos,CIDADE INDUSTRIAL,1
2009,10,Atos obscenos/libidinosos,MERCÊS,1
2009,10,Atos obscenos/libidinosos,SÃO LOURENÇO,1
2009,10,Averiguação,ÁGUA VERDE,1
2009,10,Averiguação,ALTO BOQUEIRÃO,2
2009,10,Averiguação,AUGUSTA,1
2009,10,Averiguação,BACACHERI,2
2009,10,Averiguação,BAIRRO ALTO,2
2009,10,Averiguação,BARREIRINHA,4
2009,10,Averiguação,BIGORRILHO,1
2009,10,Averiguação,BOQUEIRÃO,5
2009,10,Averiguação,BUTIATUVINHA,1
2009,10,Averiguação,CABRAL,2
2009,10,Averiguação,CAJURU,1
2009,10,Averiguação,CAMPO COMPRIDO,3
2009,10,Averiguação,CAPÃO RASO,1
2009,10,Averiguação,CENTRO,7
2009,10,Averiguação,CIDADE INDUSTRIAL,6
2009,10,Averiguação,JARDIM BOTÂNICO,2
2009,10,Averiguação,MERCÊS,1
2009,10,Averiguação,PILARZINHO,1
2009,10,Averiguação,PINHEIRINHO,1
2009,10,Averiguação,PORTÃO,3
2009,10,Averiguação,PRADO VELHO,1
2009,10,Averiguação,REBOUÇAS,2
2009,10,Averiguação,SANTA CÂNDIDA,3
2009,10,Averiguação,SANTA FELICIDADE,1
2009,10,Averiguação,SANTO INÁCIO,2
2009,10,Averiguação,SÃO BRAZ,1
2009,10,Averiguação,SÃO FRANCISCO,3
2009,10,Averiguação,SÃO JOÃO,1
2009,10,Averiguação,SÍTIO CERCADO,1
2009,10,Averiguação,TATUQUARA,1
2009,10,Averiguação,UBERABA,1
2009,10,Averiguação,XAXIM,1
2009,10,Averiguação (Defesa Civil),BIGORRILHO,1
2009,10,Banho em local impróprio,BOQUEIRÃO,1
2009,10,Banho em local impróprio,JARDIM BOTÂNICO,1
2009,10,Calote,CENTRO,1
2009,10,Comércio ambulante,CENTRO,1
2009,10,Construção Irregular,CAJURU,1
2009,10,Construção Irregular,CAMPO COMPRIDO,1
2009,10,Contrabando ou descaminho,CENTRO,1
2009,10,Corte irregular de árvore,PORTÃO,1
2009,10,Criança perdida/desaparecida,PORTÃO,1
2009,10,Crime ambiental,ÁGUA VERDE,1
2009,10,Crime ambiental,FAZENDINHA,1
2009,10,Dano,ABRANCHES,2
2009,10,Dano,ÁGUA VERDE,8
2009,10,Dano,ALTO BOQUEIRÃO,3
2009,10,Dano,ALTO DA GLÓRIA,4
2009,10,Dano,ALTO DA RUA XV,2
2009,10,Dano,ATUBA,3
2009,10,Dano,BACACHERI,2
2009,10,Dano,BAIRRO ALTO,3
2009,10,Dano,BAIRRO FICTÍCIO,1
2009,10,Dano,BARREIRINHA,6
2009,10,Dano,BATEL,3
2009,10,Dano,BIGORRILHO,2
2009,10,Dano,BOA VISTA,3
2009,10,Dano,BOQUEIRÃO,10
2009,10,Dano,CABRAL,7
2009,10,Dano,CAJURU,13
2009,10,Dano,CAMPINA DO SIQUEIRA,5
2009,10,Dano,CAMPO COMPRIDO,10
2009,10,Dano,CAMPO DE SANTANA,1
2009,10,Dano,CAPÃO DA IMBUIA,7
2009,10,Dano,CAPÃO RASO,12
2009,10,Dano,CENTRO,31
2009,10,Dano,CENTRO CÍVICO,3
2009,10,Dano,CIDADE INDUSTRIAL,23
2009,10,Dano,CRISTO REI,1
2009,10,Dano,FANNY,2
2009,10,Dano,FAZENDINHA,14
2009,10,Dano,GUABIROTUBA,1
2009,10,Dano,GUAÍRA,1
2009,10,Dano,HAUER,4
2009,10,Dano,JARDIM BOTÂNICO,1
2009,10,Dano,JARDIM DAS AMÉRICAS,2
2009,10,Dano,NOVO MUNDO,9
2009,10,Dano,PAROLIN,1
2009,10,Dano,PILARZINHO,1
2009,10,Dano,PINHEIRINHO,2
2009,10,Dano,PORTÃO,10
2009,10,Dano,PRADO VELHO,1
2009,10,Dano,REBOUÇAS,2
2009,10,Dano,SANTA CÂNDIDA,7
2009,10,Dano,SANTA FELICIDADE,7
2009,10,Dano,SANTA QUITÉRIA,1
2009,10,Dano,SANTO INÁCIO,5
2009,10,Dano,SÃO BRAZ,2
2009,10,Dano,SÃO FRANCISCO,7
2009,10,Dano,SEMINÁRIO,1
2009,10,Dano,SÍTIO CERCADO,21
2009,10,Dano,TARUMÃ,2
2009,10,Dano,TATUQUARA,4
2009,10,Dano,UBERABA,5
2009,10,Dano,UMBARÁ,2
2009,10,Dano,VISTA ALEGRE,1
2009,10,Dano,XAXIM,2
2009,10,Depósito irregular,BAIRRO ALTO,1
2009,10,Desabamento,BAIRRO ALTO,1
2009,10,Desacato,BACACHERI,2
2009,10,Desacato,CAJURU,1
2009,10,Desacato,CENTRO,1
2009,10,Desacato,JARDIM BOTÂNICO,1
2009,10,Desacato,UBERABA,1
2009,10,Desaparecimento,CENTRO,1
2009,10,Desaparecimento,SANTA CÂNDIDA,1
2009,10,Desaparecimento,SEMINÁRIO,1
2009,10,Desinteligência,BARREIRINHA,1
2009,10,Desinteligência,BOQUEIRÃO,3
2009,10,Desinteligência,CENTRO,4
2009,10,Desinteligência,FAZENDINHA,1
2009,10,Deslizamento,ALTO DA GLÓRIA,1
2009,10,Deslizamento,PAROLIN,1
2009,10,Destelhamento,ABRANCHES,1
2009,10,Disparo de arma,ALTO BOQUEIRÃO,1
2009,10,Disparo de arma,CAJURU,1
2009,10,Disparo de arma,CIDADE INDUSTRIAL,3
2009,10,Disparo de arma,FAZENDINHA,1
2009,10,Disparo de arma,UBERABA,1
2009,10,Encaminhamento,ALTO DA RUA XV,1
2009,10,Encaminhamento,CAJURU,2
2009,10,Encaminhamento,CAPÃO DA IMBUIA,1
2009,10,Encaminhamento,CENTRO,3
2009,10,Encaminhamento,CIDADE INDUSTRIAL,1
2009,10,Encaminhamento,SANTA FELICIDADE,2
2009,10,Encaminhamento,SÃO FRANCISCO,1
2009,10,Encaminhamento,SÍTIO CERCADO,2
2009,10,Encaminhamento,XAXIM,1
2009,10,Erosão,ÁGUA VERDE,1
2009,10,Erosão,BAIRRO ALTO,1
2009,10,Erosão,CIDADE INDUSTRIAL,1
2009,10,Escolta,BARREIRINHA,1
2009,10,Furto,ALTO BOQUEIRÃO,2
2009,10,Furto,ALTO DA GLÓRIA,1
2009,10,Furto,BACACHERI,1
2009,10,Furto,BOQUEIRÃO,1
2009,10,Furto,CABRAL,1
2009,10,Furto,CAJURU,2
2009,10,Furto,CAPÃO RASO,1
2009,10,Furto,CENTRO,5
2009,10,Furto,CENTRO CÍVICO,2
2009,10,Furto,CIDADE INDUSTRIAL,2
2009,10,Furto,GUAÍRA,1
2009,10,Furto,JUVEVÊ,1
2009,10,Furto,NOVO MUNDO,1
2009,10,Furto,PAROLIN,1
2009,10,Furto,SANTO INÁCIO,1
2009,10,Furto,SÃO JOÃO,1
2009,10,Furto,SÍTIO CERCADO,1
2009,10,Furto,TATUQUARA,1
2009,10,Furto,XAXIM,1
2009,10,Homicídio,BOA VISTA,1
2009,10,Homicídio,CIDADE INDUSTRIAL,2
2009,10,Incêndio,AUGUSTA,1
2009,10,Incêndio,BOQUEIRÃO,1
2009,10,Incêndio,CENTRO,1
2009,10,Injúria,SÍTIO CERCADO,1
2009,10,Invasão,ÁGUA VERDE,2
2009,10,Invasão,AHÚ,1
2009,10,Invasão,ALTO DA GLÓRIA,5
2009,10,Invasão,ATUBA,1
2009,10,Invasão,BAIRRO ALTO,1
2009,10,Invasão,BATEL,1
2009,10,Invasão,BOA VISTA,2
2009,10,Invasão,BOQUEIRÃO,1
2009,10,Invasão,CACHOEIRA,1
2009,10,Invasão,CAJURU,6
2009,10,Invasão,CAMPO DE SANTANA,2
2009,10,Invasão,CAPÃO DA IMBUIA,2
2009,10,Invasão,CENTRO,7
2009,10,Invasão,CENTRO CÍVICO,1
2009,10,Invasão,CIDADE INDUSTRIAL,6
2009,10,Invasão,GUAÍRA,2
2009,10,Invasão,HAUER,1
2009,10,Invasão,JUVEVÊ,1
2009,10,Invasão,MOSSUNGUÊ,2
2009,10,Invasão,NOVO MUNDO,1
2009,10,Invasão,PAROLIN,1
2009,10,Invasão,PILARZINHO,1
2009,10,Invasão,PINHEIRINHO,1
2009,10,Invasão,PORTÃO,1
2009,10,Invasão,REBOUÇAS,3
2009,10,Invasão,SANTA CÂNDIDA,4
2009,10,Invasão,SANTA QUITÉRIA,1
2009,10,Invasão,SÃO BRAZ,1
2009,10,Invasão,SÃO FRANCISCO,1
2009,10,Invasão,SÃO MIGUEL,1
2009,10,Invasão,TARUMÃ,1
2009,10,Invasão,UBERABA,4
2009,10,Invasão,UMBARÁ,1
2009,10,Lesão Corporal,CAJURU,1
2009,10,Lesão Corporal,CENTRO,1
2009,10,Lesão Corporal,CIDADE INDUSTRIAL,1
2009,10,Lesão Corporal,SÍTIO CERCADO,1
2009,10,Maus tratos à pessoas,SEMINÁRIO,1
2009,10,Menor gazeando aula,CAMPO COMPRIDO,1
2009,10,Menor gazeando aula,SÃO MIGUEL,1
2009,10,Óbito,SÃO FRANCISCO,1
2009,10,Óbito,TATUQUARA,2
2009,10,Orientação,ALTO BOQUEIRÃO,1
2009,10,Orientação,BACACHERI,1
2009,10,Orientação,CAJURU,2
2009,10,Orientação,CENTRO,1
2009,10,Orientação,JARDIM BOTÂNICO,1
2009,10,Orientação,MERCÊS,1
2009,10,Orientação,SANTO INÁCIO,1
2009,10,Orientação,VISTA ALEGRE,1
2009,10,Paciente/usuário alterado,ATUBA,1
2009,10,Paciente/usuário alterado,CAJURU,1
2009,10,Paciente/usuário alterado,SÍTIO CERCADO,1
2009,10,Paciente/usuário alterado,XAXIM,1
2009,10,Perturbação do sossego,ABRANCHES,1
2009,10,Perturbação do sossego,ÁGUA VERDE,10
2009,10,Perturbação do sossego,AHÚ,1
2009,10,Perturbação do sossego,ALTO BOQUEIRÃO,21
2009,10,Perturbação do sossego,ALTO DA RUA XV,3
2009,10,Perturbação do sossego,ATUBA,3
2009,10,Perturbação do sossego,AUGUSTA,2
2009,10,Perturbação do sossego,BACACHERI,5
2009,10,Perturbação do sossego,BAIRRO ALTO,10
2009,10,Perturbação do sossego,BARREIRINHA,10
2009,10,Perturbação do sossego,BATEL,2
2009,10,Perturbação do sossego,BIGORRILHO,1
2009,10,Perturbação do sossego,BOA VISTA,7
2009,10,Perturbação do sossego,BOM RETIRO,1
2009,10,Perturbação do sossego,BOQUEIRÃO,23
